word,n,ngram_length,count,text_count
than the scuppernong arbor,2,4,1,2
thank god thank god,2,4,1,2
that afternoon four years later,2,5,1,2
that all he had,2,4,1,2
that anyone could look at,2,5,1,2
that at the very,2,4,1,2
that big house and the,2,5,1,2
that blood which we,2,4,1,2
that bon would marry judith,2,5,1,2
that day when he,4,4,1,4
that day when the,2,4,1,4
that did not matter,2,4,1,2
that even if he,2,4,1,2
that even then even,2,4,1,2
that expression which might,2,4,1,2
that he could have,3,4,1,3
that he could not have,2,5,1,2
that he did not know,3,5,1,3
that he didn't even need to,2,6,1,2
that he didn't know,2,4,1,2
that he had already,2,4,1,2
that he had apparently,2,4,1,2
that he had been,5,4,1,5
that he had bought,2,4,1,2
that he had come,2,4,1,2
that he had found some,2,5,1,2
that he had gone,2,4,1,2
that he had got,2,4,1,2
that he had lost,2,4,1,2
that he had never,6,4,1,6
that he had not,2,4,1,2
that he had now,2,4,1,2
that he intended to,2,4,1,2
that he knew at,2,4,1,2
that he might have,2,4,1,2
that he might not have time,2,6,1,2
that he must have,3,4,1,3
that he not only,2,4,1,2
that he or she,2,4,1,2
that he sat there,2,4,1,2
that he still had,2,4,1,2
that he stood there,2,4,1,2
that he was about to,2,5,1,2
that he was absent,2,4,1,2
that he was at,2,4,1,2
that he was brave,2,4,1,2
that he was doing it,2,5,1,2
that he was not,7,4,1,7
that he was now,3,4,1,3
that he was quite,2,4,1,2
that he was still alive,2,5,1,2
that he was trying to,2,5,1,2
that he was wrong and,2,5,1,2
that he would be able to,3,6,1,3
that he would find,2,4,1,2
that he would have to,5,5,1,5
that he would not be,2,5,1,3
that he would not have,4,5,1,4
that henry and bon,3,4,1,3
that his face had,2,4,1,2
that his mother didn't know,2,5,1,2
that his mother was up to something,3,7,1,3
that hundred miles of,2,4,1,2
that i do not,2,4,1,2
that i dont know quentin said,2,6,1,2
that i had come not too late as i had thought but come too soon,2,15,1,2
that i know of,2,4,1,2
that i stayed for,3,4,1,3
that i was not,2,4,1,2
that i would have,2,4,1,2
that it had been,5,4,1,5
that it must have,2,4,1,2
that it should have been our father,2,7,1,2
that it was all,2,4,1,2
that it was the,5,4,1,5
that it was too,2,4,1,2
that it would have been,2,5,1,2
that just as he,2,4,1,2
that light and moving air carried heat,2,7,1,2
that may have been the,2,5,1,2
that might have been,4,4,1,4
that mistake which he,2,4,1,2
that mr coldfield was,2,4,1,2
that night and the,2,4,1,3
that none of them had ever,2,6,1,2
that now they would,2,4,1,2
that portion of it,2,4,1,2
that porto rico or haiti or wherever it was,2,9,1,2
that she did not,2,4,1,2
that she had been right,2,5,1,2
that she had ever,2,4,1,2
that she had never,2,4,1,2
that she was not,4,4,1,4
that she will never,2,4,1,2
that she would have,2,4,1,2
that sunday morning in,3,4,1,3
that sutpen did not,2,4,1,2
that that was what his,2,5,1,2
that the aunt would not,2,5,1,2
that the garments which,2,4,1,2
that the lawyer had,3,4,1,3
that the lawyer was up to something and,3,8,1,3
that the wild niggers,2,4,1,2
that there was nothing,2,4,1,2
that there would be no,2,5,1,2
that they would not,2,4,1,2
that this old dame,2,4,1,2
that this world where,2,4,1,2
that time he had,2,4,1,2
that very september evening,2,4,1,2
that was all he had,2,5,1,2
that was all it,2,4,1,2
that was all that,3,4,1,3
that was all there was,2,5,1,2
that was how he told it he,2,7,1,2
that was not it,2,4,1,2
that was the one,2,4,1,2
that was what he meant,2,5,1,2
that was why he didn't,2,5,1,2
that what his father had told him was true,2,9,1,2
that winter and then,2,4,1,2
that would be the,2,4,1,2
that would do no good,2,5,1,2
the aunt rosa and,2,4,1,2
the aunt was gone,2,4,1,2
the aunt would have,4,4,1,4
the back and he,2,4,1,2
the back of the,2,4,1,2
the bedroom and put,2,4,1,2
the big house and,2,4,1,2
the big house with,2,4,1,2
the brother in law,2,4,1,2
the brother who had,2,4,1,2
the candy and the,2,4,1,2
the carriage and the,2,4,1,2
the case if the,2,4,1,2
the child the boy,2,4,1,2
the child who had been,2,5,1,2
the chimes would ring for,2,5,1,2
the church it was,2,4,1,2
the church that night,2,4,1,2
the cigar smell the,3,4,1,3
the colonel wants you,2,4,1,2
the date and the,2,4,1,2
the day when he,2,4,1,3
the demon and the,2,4,1,2
the demon himself might have,2,5,1,2
the design which i had in,2,6,1,2
the distance between them and,2,5,1,2
the dogs and the niggers,4,5,1,4
the door and looked,2,4,1,2
the driver and the,2,4,1,2
the dustcloud in which the,2,5,1,2
the end of it,2,4,1,2
the end of the,4,4,1,4
the esoteric the sybarite,2,4,1,2
the face of a,2,4,1,3
the face of the man who,2,6,1,2
the face which had,2,4,1,2
the fact of the,2,4,1,2
the fact that he had,4,5,1,4
the fact that he was,3,5,1,3
the fact that i,2,4,1,3
the faint light which,2,4,1,2
the families of the men,2,5,1,2
the feet of a,2,4,1,2
the fine clothes and the,2,5,1,2
the fine figure of,2,4,1,2
the fine proud image of the,2,6,1,2
the first and last time,2,5,1,2
the first string of beads,2,5,1,2
the first time he,2,4,1,2
the first time that,2,4,1,2
the flesh on his bones,2,5,1,2
the four years of,2,4,1,2
the four years the,2,4,1,2
the front of the,2,4,1,2
the furniture and the,2,4,1,2
the gallery where the,2,4,1,2
the getting to it,2,4,1,2
the hatred and the,2,4,1,2
the holston house and,2,4,1,2
the house and he,2,4,1,2
the house and not,3,4,1,3
the house and the,3,4,1,3
the house at all but,2,5,1,2
the house was finished,2,4,1,2
the house when he,2,4,1,2
the house with the,3,4,1,3
the ladies and children and house,2,6,1,2
the land and the,3,4,1,3
the lanterns and the,2,4,1,2
the last member of,2,4,1,2
the last one of,2,4,1,2
the lawyer in him that,2,5,1,2
the lawyer smooth and easy,3,5,1,3
the lawyer would have,2,4,1,2
the lawyer would not,2,4,1,2
the light of the,3,4,1,3
the man and the,2,4,1,2
the man on the,2,4,1,2
the man who owned,2,4,1,2
the man whom he,2,4,1,2
the man whom she had,2,5,1,2
the mare from the,2,4,1,2
the men in the,2,4,1,2
the men on the gallery,2,5,1,2
the men who had,4,4,1,4
the men who might,2,4,1,2
the men who said the ship was going,2,8,1,2
the metal case she had given him with her picture in it,2,12,1,2
the mistress and child,2,4,1,2
the moment when he,3,4,1,3
the money that bon,2,4,1,2
the money to finish,2,4,1,2
the muskets which he and the,2,6,1,2
the name of the,2,4,1,2
the nearest thing to a,2,5,1,2
the next three years,2,4,1,2
the niggers and the,2,4,1,2
the octoroon and the child,2,5,1,2
the octoroon mistress and the child,2,6,1,2
the old dame the aunt rosa,3,6,1,3
the old man had,2,4,1,2
the old man was,3,4,1,3
the old woman who,2,4,1,2
the once when they,2,4,1,2
the ones who believed that,2,5,1,2
the ones who had,2,4,1,2
the only thing he,2,4,1,2
the open text book on,2,5,1,2
the other maybe he,2,4,1,2
the other men sitting with their feet on the railing,2,10,1,2
the other woman and,2,4,1,2
the picture of the,2,4,1,2
the picture which he,2,4,1,2
the price of the store,2,5,1,2
the pride and integrity and forbearance of,2,7,1,2
the probation the durance,2,4,1,2
the rest of the,5,4,1,5
the ribbons and beads,2,4,1,2
the riding whip in his hand,2,6,1,2
the rifle because he was,2,5,1,2
the same air which,2,4,1,2
the same face which,2,4,1,2
the sapling pole with,2,4,1,2
the saying of it,2,4,1,2
the second time he,2,4,1,2
the shortest one of all,2,5,1,2
the silk cushion and,2,4,1,2
the smell of the,2,4,1,2
the sober and thoughtful,2,4,1,2
the son and the,2,4,1,2
the son in law,2,4,1,3
the sound of the,7,4,1,7
the stairs and clytie,2,4,1,2
the state with the,2,4,1,2
the street before the,3,4,1,3
the supper table and,2,4,1,2
the sweat on his face and,2,6,1,2
the symbol of the,2,4,1,2
the three of them,6,4,1,6
the three of us,5,4,1,5
the time that the,2,4,1,3
the town and county,2,4,1,2
the town learned later,2,4,1,2
the town learned that he,2,5,1,2
the town saw him,2,4,1,2
the town the county,2,4,1,2
the twelve miles out,2,4,1,2
the twenty third mississippi was,2,5,1,2
the two of them in,2,5,1,3
the two of them the,4,5,1,4
the two the four the two,2,6,1,2
the university of mississippi,3,4,1,3
the very fact that he,2,5,1,2
the war would settle,2,4,1,2
the way back to,2,4,1,2
the west indies were,2,4,1,2
the white men who,2,4,1,2
the whites of henry's eyes,2,5,1,2
the woman and the child,3,5,1,3
the woman on the,2,4,1,2
the woman who had,2,4,1,2
the women in the county had,2,6,1,2
the wood and brick,2,4,1,2
the yankee lines to,2,4,1,2
them and so he,2,4,1,2
them at least to,2,4,1,2
them he did not,3,4,1,3
them i did not,2,4,1,2
them out of the,4,4,1,4
them the four of them,2,5,1,2
then he could not,2,4,1,2
then he was not,2,4,1,2
then he would know,2,4,1,2
then i could give you a decent stall in the stable and turned and went out,2,16,1,2
then it was 65 and,2,5,1,2
then it would be,2,4,1,2
then one day he,2,4,1,2
then that he had,2,4,1,2
then what shall we do,2,5,1,2
there and it was,2,4,1,2
there and looked at,2,4,1,2
there are some things,3,4,1,3
there had been a,2,4,1,3
there had been no,3,4,1,4
there in the path looking at me,2,7,1,2
there is something in,3,4,1,3
there must have been,4,4,1,4
there was a fate,2,4,1,2
there was a nigger,2,4,1,2
there was not only no,2,5,1,2
there was nothing else,2,4,1,2
there was nothing to,2,4,1,2
there were plenty of them,2,5,1,2
there why do they live,2,5,1,2
there wouldn't be anything,2,4,1,2
they cannot tell you how i,2,6,1,2
they could hear him,2,4,1,2
they could not see,2,4,1,2
they couldn't catch him,2,4,1,2
they did not go,2,4,1,2
they did not know,2,4,1,2
they had ever seen,2,4,1,2
they had never seen,2,4,1,2
they looked at one another,2,5,1,2
they must have talked,2,4,1,2
they sat on the,2,4,1,3
they will have told you doubtless,2,6,1,2
they will have told you how i,2,7,1,2
they will tell you,3,4,1,3
thing he could do,2,4,1,2
think of his heart then,2,5,1,2
thinking yes i have,2,4,1,2
this aunt r all right all right all right,2,9,1,2
this aunt rosa miss rosa,2,5,1,2
this is not it,2,4,1,2
this old gal this aunt rosa,2,6,1,2
this time he was,2,4,1,2
this was due to,2,4,1,2
though he could have,2,4,1,2
though he did not,2,4,1,2
though he had not,2,4,1,3
though he must have,2,4,1,2
though i did not,2,4,1,2
though it would not,2,4,1,2
three of them himself and,2,5,1,2
three of them in that,2,5,1,2
three or four years,3,4,1,3
time for good and,2,4,1,2
time he was not,2,4,1,2
time to come to,2,4,1,2
time to get used to it you,2,7,1,2
to all the other,2,4,1,2
to approach him what sort of,2,6,1,2
to attend the wedding,2,4,1,2
to be a ghost,2,4,1,2
to be a widow,3,4,1,3
to be able to,4,4,1,4
to be permitted to,2,4,1,2
to be there at all,2,5,1,2
to be there saying,2,4,1,2
to begin with and,2,4,1,2
to believe that he,2,4,1,2
to believe that the,2,4,1,3
to call him by,2,4,1,2
to cause him to,2,4,1,2
to come out to sutpen's hundred to live,2,8,1,2
to come to him,2,4,1,2
to come to the,2,4,1,2
to compare and gauge,2,4,1,2
to destroy one another,2,4,1,2
to die yes to die,2,5,1,1
to do and i,2,4,1,4
to do because he,3,4,1,3
to do it and,3,4,1,3
to do it he,2,4,1,2
to do it in,2,4,1,2
to do that he would not,2,6,1,2
to do the other,2,4,1,2
to do was to,2,4,1,2
to do what he,2,4,1,2
to do with the,2,4,1,2
to do would be to,2,5,1,2
to enter the house,2,4,1,2
to fall in love,2,4,1,2
to find a wife,2,4,1,2
to find out what,2,4,1,2
to get rid of,5,4,1,5
to get shut of,2,4,1,2
to get the material from,2,5,1,2
to go around to the back,4,6,1,4
to go back there,2,4,1,2
to go back to her and henry,2,7,1,2
to go out and,2,4,1,2
to go out there and,3,5,1,3
to go to bed,2,4,1,2
to have been the,2,4,1,2
to have existed at all,2,5,1,2
to hear it all over again,2,6,1,2
to her he would,2,4,1,2
to him as to,2,4,1,2
to him without showing him,2,5,1,2
to it as if,2,4,1,2
to keep from being,2,4,1,2
to keep him from,2,4,1,2
to keep house and,2,4,1,2
to know it then,2,4,1,2
to know what i,2,4,1,3
to look at every day,2,5,1,2
to me that the,4,4,1,4
to new orleans and,3,4,1,3
to one another as,2,4,1,2
to one another in,2,4,1,2
to one of them,2,4,1,2
to permit her to,2,4,1,2
to say you will pay for this,2,7,1,2
to see miss rosa,2,4,1,2
to see them the,2,4,1,2
to sit on the,3,4,1,3
to spend the day,3,4,1,3
to support out of it,2,5,1,2
to take advantage of,2,4,1,2
to take part in,2,4,1,2
to talk about wounds,2,4,1,2
to the bedroom and,2,4,1,3
to the big house,2,4,1,3
to the door of,2,4,1,2
to the extent which,2,4,1,2
to the fact that he,2,5,1,2
to the idea of,2,4,1,2
to the old dame,2,4,1,2
to the point where,2,4,1,2
to the river and the,2,5,1,3
to the river and took the,2,6,1,2
to the stable and,2,4,1,2
to the trouble and,2,4,1,2
to the waist and,2,4,1,2
to the window and,2,4,1,2
to too much too long,2,5,1,2
to town and into,2,4,1,2
to town to live alone in,2,6,1,2
to turn to and,2,4,1,2
to use mr coldfield,2,4,1,2
to watch him from,2,4,1,2
to what it had been,2,5,1,2
to which he had given,2,5,1,2
told henry and henry,2,4,1,2
told him he was,2,4,1,2
told him it was,2,4,1,2
told him to go,2,4,1,2
told you i did not,2,5,1,2
too as we are,2,4,1,2
too as well as,2,4,1,2
too much i have,2,4,1,2
too old to be,2,4,1,2
took the boat and,2,4,1,2
town five years ago,2,4,1,2
triangle of lace at wrists and throat,2,7,1,2
try to explain it,2,4,1,2
try to understand it,2,4,1,2
trying to explain it,2,4,1,2
trying to make myself,2,4,1,2
turned his back upon all that he knew,2,8,1,2
twelve miles from town and,2,5,1,2
twelve miles out there,2,4,1,2
twenty niggers out of,2,4,1,2
twenty years old he,2,4,1,2
two children the son,2,4,1,2
two months ago he had been,2,6,1,2
two months later he,2,4,1,2
two of his wild negroes,2,5,1,2
two of the niggers,2,4,1,2
two of them and,2,4,1,2
two or three times,2,4,1,2
two separate quentins now,2,4,1,2
two years later and,2,4,1,2
ultimate essence out of,2,4,1,2
under the sun to,2,4,1,2
until he came to,2,4,1,2
until i came down,2,4,1,2
until that first night of the,2,6,1,2
until the very last,2,4,1,2
up from mississippi and,2,4,1,2
up out of the,2,4,1,2
up out of whatever,2,4,1,2
up the drive and,3,4,1,3
up the stairs and into,2,5,1,2
up to a certain point,2,5,1,2
up to that time,3,4,1,3
up to the house and,2,5,1,2
up to the house when,2,5,1,2
upon the wood and,2,4,1,2
us yit air they this,2,5,1,2
wagon something of me,2,4,1,2
wait you mean that he,2,5,1,2
wake up aunt rosa wake up,2,6,1,2
waking or sleeping it was the same,2,7,1,2
walked out of the,3,4,1,3
walked with judith and,2,4,1,2
want to know what,2,4,1,2
was a good deal like sutpen's,2,6,1,2
was a kind of,2,4,1,2
was a part of,3,4,1,3
was a sort of,2,4,1,2
was all right because,2,4,1,2
was at this time,2,4,1,2
was born that i,2,4,1,2
was going to be,2,4,1,2
was going to the,2,4,1,2
was gone now and,2,4,1,2
was he had been,2,4,1,2
was in a sense,2,4,1,2
was in new orleans,2,4,1,2
was in the book,2,4,1,2
was no kin to you,2,5,1,2
was not at home,5,4,1,5
was not aware of this,2,5,1,2
was not bereaved and,2,4,1,2
was not even aware,2,4,1,2
was not even the,2,4,1,2
was not even to see,2,5,1,2
was not in the,2,4,1,2
was not intended to,3,4,1,3
was one of those,2,4,1,2
was right in the,2,4,1,2
was something about a,2,4,1,2
was still alive was,2,4,1,2
was that he had,2,4,1,2
was that there was a,2,5,1,2
was the last thing,2,4,1,2
was to be a,2,4,1,2
was true he must have,2,5,1,2
was true that he,2,4,1,2
was up to something and he,2,6,1,2
was up to something and that,2,6,1,2
watching him with that,2,4,1,2
way back to school,2,4,1,2
we are both father,2,4,1,2
we did not need him,2,5,1,2
we have waited long enough,2,5,1,2
we knew and we knew,2,5,1,2
we will all be together,2,5,1,2
well kernel they kilt us but they aint whupped us yit air they,2,13,1,2
went back to school and,2,5,1,2
went on to the,2,4,1,2
went out and subdued them,2,5,1,2
went out there and,2,4,1,2
went out to sutpen's hundred,2,5,1,2
went to new orleans,3,4,1,3
were not supposed to know,2,5,1,2
were to be learned,2,4,1,2
what bon would do,2,4,1,2
what did you say,3,4,1,3
what do you mean,2,4,1,2
what do you want,2,4,1,2
what else do i,2,4,1,2
what food they had,2,4,1,2
what had happened bon,2,4,1,2
what he asked me to do,2,6,1,2
what he had learned,2,4,1,2
what he had read,2,4,1,2
what he had seen,2,4,1,2
what he himself was going to do,2,7,1,2
what he meant was,2,4,1,2
what he must have,3,4,1,3
what he wanted to do,3,5,1,3
what he was going to do and had to say,2,10,1,2
what he was thinking,3,4,1,3
what he would do,3,4,1,3
what he would have to do,2,6,1,2
what henry was doing,3,4,1,3
what henry was thinking,2,4,1,2
what is it the,2,4,1,3
what it was and,3,4,1,3
what it was that,3,4,1,3
what might be called the,2,5,1,2
what must have been,2,4,1,2
what she might have,2,4,1,2
what she wanted and,2,4,1,2
what sutpen had told him,3,5,1,3
what there could have been between,2,6,1,2
what to do with,2,4,1,2
what used to be,2,4,1,2
what was going to happen,3,5,1,3
what was to be,2,4,1,2
what we call the,2,4,1,2
what what is it,2,4,1,2
whatever it was he wanted,2,5,1,2
whatever it was his,2,4,1,2
whatever it was that,2,4,1,2
whatever place it was that,2,5,1,2
when ellen and the,2,4,1,2
when he came back,2,4,1,2
when he came in,2,4,1,2
when he came to,4,4,1,4
when he discovered that,2,4,1,2
when he first rode into jefferson,2,6,1,2
when he had seen,3,4,1,3
when he had to,2,4,1,2
when he realised that,2,4,1,2
when he returned home,2,4,1,2
when he returned to,2,4,1,2
when he said he,2,4,1,2
when he saw it,2,4,1,2
when he saw that it,2,5,1,2
when he was a,2,4,1,2
when he was fourteen and,2,5,1,2
when he went to the,2,5,1,2
when he would be,2,4,1,2
when he would have to,2,5,1,2
when she lay dying,2,4,1,2
when she saw the,2,4,1,3
when she thought she was,2,5,1,2
when she was a girl,2,5,1,2
when the moment came for him to admit,2,8,1,2
when the time came when,2,5,1,2
when they brought bon's body,2,5,1,2
when they rode up,2,4,1,2
when they saw him,2,4,1,2
where bon and henry,2,4,1,2
where he could not,3,4,1,3
where he had been born,2,5,1,2
where he had come,2,4,1,2
where he had never,2,4,1,2
where he was nor,2,4,1,2
where henry and bon were,2,5,1,2
where they were because,2,4,1,2
wherever it was he,2,4,1,2
whether he had ever heard,2,5,1,2
whether it was that,2,4,1,2
which according to miss coldfield,2,5,1,2
which could have been,2,4,1,2
which did not even,2,4,1,2
which had always been,2,4,1,2
which had lived and died,2,5,1,2
which had looked down,2,4,1,2
which had stopped me,2,4,1,2
which had taught me,2,4,1,2
which he believed that he had,2,6,1,2
which he did not,5,4,1,5
which he had arrived,2,4,1,2
which he had believed,2,4,1,2
which he had built,2,4,1,2
which he had created,2,4,1,2
which he had ever,2,4,1,2
which he had fetched,2,4,1,2
which he had just,3,4,1,3
which he had never,3,4,1,3
which he had paid,2,4,1,2
which he had seen,2,4,1,2
which he might have,3,4,1,3
which he must have realised,2,5,1,2
which he was to,2,4,1,2
which he would have to,2,5,1,2
which henry does not,2,4,1,2
which i had been,2,4,1,2
which is the meed,2,4,1,2
which lay on the,2,4,1,2
which might have been,3,4,1,3
which miss rosa told you,2,5,1,2
which must have been,2,4,1,2
which of them it was who,2,6,1,2
which she and judith,2,4,1,2
which she declined to,2,4,1,2
which she had worn for,2,5,1,2
which she was not to,2,5,1,2
which she would not,2,4,1,2
which should have torn me,2,5,1,2
which so they will,2,4,1,2
which sutpen was to,2,4,1,2
which ten years ago,2,4,1,2
which the aunt had left in the house,2,8,1,2
which the demon had,2,4,1,2
which the town and the county,2,6,1,2
which the town could,2,4,1,2
which there was not if there,2,6,1,2
which they could not,2,4,1,2
which they had been,2,4,1,2
which they had not,2,4,1,2
which was not smiling but,2,5,1,2
which we were not,2,4,1,2
which would be the,2,4,1,2
which would have been,3,4,1,3
which would not permit,2,4,1,2
which you were not supposed to,2,6,1,2
while he would be,2,4,1,2
who at one time,2,4,1,2
who believed that he,2,4,1,2
who came out of,2,4,1,2
who could have a,2,4,1,2
who could not even,2,4,1,2
who could not have,4,4,1,4
who did believe there was that,2,6,1,2
who did not even have to,2,6,1,2
who did not even know that,2,6,1,2
who did not know that,2,5,1,2
who for a year and a half now had,2,9,1,2
who had become the,2,4,1,2
who had been born,2,4,1,2
who had never been taught to,3,6,1,3
who had never seen,2,4,1,2
who had not been,2,4,1,2
who had not yet,2,4,1,2
who had seen his,2,4,1,2
who his father was,2,4,1,2
who knew what he,2,4,1,2
who knows but what,2,4,1,2
who must have seen,2,4,1,2
who neither drank nor,2,4,1,2
who not only had,4,4,1,4
who not only would,2,4,1,2
who seems to have,2,4,1,2
who should have made one,2,5,1,2
who should not have been,2,5,1,2
who since before he could remember he now realised had been,2,11,1,2
who was not even,2,4,1,2
who was not only,2,4,1,2
who would have been,4,4,1,4
who would have to,2,4,1,2
who would not even,2,4,1,2
who wouldn't let him,2,4,1,2
whom he had already,2,4,1,2
whom he had never,2,4,1,2
whom he had seen once and,2,6,1,2
whom he would be,2,4,1,2
whom she had not,2,4,1,2
why she had sent for him,2,6,1,2
why tell me about it,2,5,1,2
wild niggers which he had brought,2,6,1,2
will be able to,2,4,1,2
will be all right,2,4,1,2
will be out in the woods,2,6,1,2
will have to take,3,4,1,3
will never see and,2,4,1,2
will not need to,2,4,1,2
will to endure and,2,4,1,2
window where he could,2,4,1,2
with a basket and,2,4,1,2
with a horse and two pistols and a,2,8,1,2
with a kind of,5,4,1,5
with a negro boy,2,4,1,2
with a sort of invincible,2,5,1,2
with a white woman,2,4,1,2
with at least some,2,4,1,2
with his and sartoris regiment,2,5,1,2
with his own hand,2,4,1,2
with his shoes off and,2,5,1,2
with judith and clytie,2,4,1,2
with me where through no fault nor willing of your own you,2,12,1,2
with no change no alteration in,2,6,1,2
with no thanks no comment,2,5,1,2
with one of his,2,4,1,2
with one of the,2,4,1,3
with that air of,2,4,1,2
with that expression which,2,4,1,2
with the drums and the chanting,2,6,1,2
with the reins over his arm,2,6,1,2
with the riding whip,2,4,1,2
with the same care and,2,5,1,2
with the same cold and,2,5,1,2
with which he had,6,4,1,6
with whom he had,2,4,1,2
without even having to,3,4,1,3
without even knowing that,2,4,1,2
without knowing that he,2,4,1,2
without rhyme or reason or,2,5,1,2
woman who had been,2,4,1,2
woman who was his mother and,2,6,1,2
woman whom he had,2,4,1,2
would be a little,2,4,1,2
would be able to get,2,5,1,2
would be all right,2,4,1,2
would be in the,3,4,1,3
would be left of it,2,5,1,2
would be one of the,2,5,1,2
would be the final,2,4,1,2
would be the lawyer,2,4,1,2
would be too much for it,2,6,1,2
would do but what he would,2,6,1,2
would go to the store,2,5,1,2
would go to the trouble,2,5,1,2
would have been almost,2,4,1,2
would have been too,2,4,1,2
would have had to,2,4,1,2
would have made no,2,4,1,2
would have sent him,2,4,1,2
would have to pass,2,4,1,2
would have to wait,3,4,1,3
would in all probability,2,4,1,2
would know what he meant,2,5,1,2
would need to know,2,4,1,2
would no more have,2,4,1,2
would not be aware,2,4,1,2
would not be much,2,4,1,2
would not dare risk,2,4,1,2
would not even be,2,4,1,2
would not even have to,2,5,1,2
would not have been,2,4,1,2
would not have believed,4,4,1,4
would not have done it,2,5,1,2
would not have known,2,4,1,2
would not have made,2,4,1,2
would not have told her,2,5,1,2
would not let him,3,4,1,3
would not need to,2,4,1,2
would still have to,2,4,1,2
would take care of itself maybe,2,6,1,2
wouldn't have had to,2,4,1,2
years ago and which,3,4,1,3
years in which to,2,4,1,2
years old and not,2,4,1,2
yes i know i know,2,5,1,2
yes quentin said and that,2,5,1,2
yes quentin said that this,2,5,1,2
yes quentin said the,2,4,1,3
yet before he would,2,4,1,2
yet by a damn sight,2,5,1,2
yet four years later,2,4,1,2
you and the old,2,4,1,2
you and your father,3,4,1,3
you are going to,4,4,1,4
you bring them together,2,4,1,2
you couldn't call it,2,4,1,2
you couldn't stop her either,2,5,1,2
you didn't even know her,2,5,1,2
you do want me to go back to her,2,9,1,2
you dont even know about,2,5,1,2
you dont have god and,2,5,1,2
you dont have to,2,4,1,2
you how i went,2,4,1,2
you keep on trying,2,4,1,2
you know i never,3,4,1,3
you might call smiling,2,4,1,2
you no quentin said,2,4,1,2
you see i had,3,4,1,3
you want me to,2,4,1,2
you were not listening,2,4,1,2
you were not supposed to see,2,6,1,2
you will have to give me time,3,7,1,3
you will notice how i,2,5,1,2
young gentleman whose position,2,4,1,2
your grandfather attended to,2,4,1,2
your grandfather did not know,2,5,1,2
your grandfather rode out,2,4,1,2
your grandfather said that,4,4,1,4
your grandfather saw it,2,4,1,2
your grandfather told him,2,4,1,2
your old man shreve said,2,5,1,2
your old man was right this time and,2,8,1,2
